season,team1,team2,venue,toss_winner,toss_decision,team1_avg_score,team2_avg_score,team1_win_rate,team2_win_rate,h2h_team1_wins,h2h_team2_wins,team1_key_player_fit,team2_key_player_fit,home_advantage,winner
2012,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,field,174,152,0.56,0.41,11,1,1,0,1,Mumbai Indians
2012,Chennai Super Kings,Pune Warriors India,"MA Chidambaram Stadium, Chennai",Pune Warriors India,field,181,136,0.6,0.38,6,1,1,0,1,Chennai Super Kings
2012,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,172,170,0.62,0.56,9,1,1,1,1,Chennai Super Kings
2012,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,171,176,0.59,0.56,5,12,1,0,1,Kolkata Knight Riders
2012,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,bat,162,149,0.57,0.48,9,6,0,1,1,Chennai Super Kings
2012,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,field,174,170,0.58,0.48,10,6,1,0,1,Chennai Super Kings
2012,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,152,156,0.46,0.47,3,10,1,0,1,Rajasthan Royals
2012,Chennai Super Kings,Pune Warriors India,"MA Chidambaram Stadium, Chennai",Pune Warriors India,field,183,154,0.57,0.3,7,1,1,1,1,Chennai Super Kings
2012,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,field,144,165,0.5,0.57,2,13,0,0,1,Kolkata Knight Riders
2012,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Deccan Chargers,bat,148,164,0.38,0.42,6,16,1,0,1,Deccan Chargers
2012,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Delhi Daredevils,bat,162,161,0.49,0.47,13,3,1,1,1,Royal Challengers Bangalore
2012,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,field,170,155,0.63,0.48,16,1,0,0,1,Mumbai Indians
2013,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,field,167,161,0.63,0.47,11,6,1,0,1,Chennai Super Kings
2013,Delhi Daredevils,Kings XI Punjab,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,150,163,0.51,0.45,6,9,0,0,1,Delhi Daredevils
2013,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Delhi Daredevils,bat,155,158,0.47,0.51,1,2,0,1,1,Delhi Daredevils
2013,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Rajasthan Royals,field,164,168,0.44,0.49,4,4,1,0,1,Rajasthan Royals
2013,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Chennai Super Kings,field,164,183,0.53,0.66,5,10,0,0,1,Chennai Super Kings
2013,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,167,167,0.6,0.65,4,8,1,1,1,Kolkata Knight Riders
2013,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,152,162,0.5,0.46,4,5,1,1,1,Kings XI Punjab
2013,Delhi Daredevils,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,161,160,0.41,0.62,6,12,0,0,1,Delhi Daredevils
2013,Kolkata Knight Riders,Pune Warriors India,"Eden Gardens, Kolkata",Pune Warriors India,field,169,136,0.59,0.43,5,6,0,1,1,Kolkata Knight Riders
2013,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,179,175,0.51,0.65,5,16,1,1,1,Royal Challengers Bangalore
2013,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,162,154,0.52,0.55,5,4,1,0,1,Sunrisers Hyderabad
2013,Pune Warriors India,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,field,157,151,0.36,0.48,2,5,1,1,1,Pune Warriors India
2013,Delhi Daredevils,Pune Warriors India,"Arun Jaitley Stadium, Delhi",Pune Warriors India,bat,153,152,0.5,0.42,6,2,1,1,1,Delhi Daredevils
2013,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,168,179,0.47,0.65,6,16,0,1,1,Mumbai Indians
2013,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,158,166,0.59,0.46,1,4,0,1,1,Kolkata Knight Riders
2013,Pune Warriors India,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat,143,171,0.32,0.53,4,6,1,1,1,Royal Challengers Bangalore
2013,Delhi Daredevils,Pune Warriors India,"Arun Jaitley Stadium, Delhi",Pune Warriors India,bat,164,137,0.51,0.37,7,2,0,1,1,Delhi Daredevils
2013,Pune Warriors India,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,field,149,160,0.41,0.56,1,8,0,1,1,Chennai Super Kings
2013,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Royal Challengers Bangalore,bat,169,162,0.5,0.5,2,3,0,0,1,Royal Challengers Bangalore
2013,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,164,177,0.5,0.49,5,18,1,1,1,Delhi Daredevils
2013,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,bat,152,162,0.43,0.48,6,4,0,1,1,Sunrisers Hyderabad
2013,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,156,176,0.32,0.57,6,6,1,1,1,Kolkata Knight Riders
2013,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Kings XI Punjab,bat,161,152,0.58,0.44,15,7,1,1,1,Chennai Super Kings
2013,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,184,154,0.43,0.56,8,4,1,0,1,Royal Challengers Bangalore
2013,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,171,176,0.49,0.46,11,6,0,1,1,Kolkata Knight Riders
2013,Delhi Daredevils,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,169,166,0.4,0.57,1,12,1,1,1,Mumbai Indians
2013,Pune Warriors India,Delhi Daredevils,"Maharashtra Cricket Association Stadium, Pune",Delhi Daredevils,bat,142,171,0.39,0.39,2,8,1,0,1,Delhi Daredevils
2013,Pune Warriors India,Delhi Daredevils,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,139,165,0.39,0.41,2,9,0,0,1,Delhi Daredevils
2013,Kolkata Knight Riders,Pune Warriors India,"Eden Gardens, Kolkata",Pune Warriors India,bat,164,158,0.53,0.31,7,6,1,0,1,Kolkata Knight Riders
2013,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,145,169,0.44,0.45,5,5,1,0,1,Rajasthan Royals
2013,Pune Warriors India,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,156,166,0.35,0.68,1,9,1,1,1,Chennai Super Kings
2013,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,170,181,0.58,0.51,11,5,0,0,1,Chennai Super Kings
2013,Royal Challengers Bangalore,Pune Warriors India,"M Chinnaswamy Stadium, Bangalore",Pune Warriors India,field,174,155,0.45,0.39,7,4,1,1,1,Royal Challengers Bangalore
2013,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chennai",Kings XI Punjab,field,167,163,0.64,0.47,16,7,1,0,1,Chennai Super Kings
2013,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,173,184,0.48,0.63,6,17,1,0,1,Mumbai Indians
2013,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,166,163,0.42,0.49,3,11,0,0,1,Kings XI Punjab
2013,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,164,182,0.53,0.64,3,14,1,0,1,Mumbai Indians
2013,Rajasthan Royals,Kings XI Punjab,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,148,171,0.56,0.47,11,4,1,1,1,Rajasthan Royals
2013,Royal Challengers Bangalore,Chennai Super Kings,"M Chinnaswamy Stadium, Bangalore",Chennai Super Kings,field,167,169,0.55,0.55,5,12,0,1,1,Chennai Super Kings
2013,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,field,171,173,0.48,0.61,6,12,1,0,1,Chennai Super Kings
2013,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,167,176,0.63,0.66,9,7,1,0,1,Mumbai Indians
2013,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Rajasthan Royals,bat,152,162,0.48,0.54,5,6,1,1,1,Rajasthan Royals
2013,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,145,169,0.48,0.63,3,5,1,0,1,Chennai Super Kings
2013,Royal Challengers Bangalore,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,163,153,0.5,0.46,4,2,1,0,1,Royal Challengers Bangalore
2013,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,154,168,0.59,0.51,11,2,1,1,1,Kolkata Knight Riders
2013,Pune Warriors India,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,bat,152,183,0.3,0.54,4,8,1,0,1,Royal Challengers Bangalore
2013,Royal Challengers Bangalore,Pune Warriors India,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,181,155,0.49,0.34,9,4,1,1,1,Royal Challengers Bangalore
2013,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,162,163,0.58,0.41,18,6,1,1,1,Kolkata Knight Riders
2013,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,155,175,0.33,0.52,6,8,0,0,1,Kolkata Knight Riders
2013,Pune Warriors India,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,153,163,0.37,0.56,3,5,1,1,1,Pune Warriors India
2013,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,163,170,0.41,0.56,1,17,1,0,1,Mumbai Indians
2013,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,155,184,0.47,0.46,3,14,1,0,1,Delhi Daredevils
2013,Pune Warriors India,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,bat,152,175,0.33,0.56,6,9,1,1,1,Kolkata Knight Riders
2013,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,154,185,0.55,0.67,3,15,1,0,1,Rajasthan Royals
2013,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,162,158,0.57,0.48,2,12,0,0,1,Rajasthan Royals
2013,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Kings XI Punjab,field,170,156,0.63,0.44,18,1,1,1,1,Mumbai Indians
2013,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,179,167,0.52,0.64,6,18,1,1,1,Royal Challengers Bangalore
2013,Pune Warriors India,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,152,155,0.42,0.5,4,5,0,1,1,Rajasthan Royals
2013,Pune Warriors India,Kings XI Punjab,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,field,143,157,0.38,0.45,4,5,1,0,1,Pune Warriors India
2013,Pune Warriors India,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors India,bat,157,156,0.35,0.56,5,5,0,0,1,Pune Warriors India
2013,Rajasthan Royals,Kings XI Punjab,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,156,168,0.53,0.4,12,4,1,1,1,Rajasthan Royals
2013,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Mumbai Indians,field,182,151,0.68,0.41,13,1,0,0,1,Mumbai Indians
2013,Kolkata Knight Riders,Kings XI Punjab,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,170,173,0.59,0.5,9,6,1,0,1,Kolkata Knight Riders
2013,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,161,168,0.42,0.57,7,18,1,0,1,Mumbai Indians
2013,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,167,169,0.53,0.43,19,6,1,0,1,Kolkata Knight Riders
2013,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,177,175,0.56,0.65,10,7,1,0,1,Mumbai Indians
2013,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Kings XI Punjab,bat,160,156,0.5,0.42,5,6,1,1,1,Sunrisers Hyderabad
2013,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Delhi Daredevils,bat,177,166,0.43,0.4,14,4,1,0,1,Royal Challengers Bangalore
2013,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,173,164,0.49,0.46,12,3,1,0,1,Kolkata Knight Riders
2013,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Mumbai Indians,bat,169,187,0.42,0.56,7,19,1,1,1,Mumbai Indians
2013,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,179,155,0.54,0.51,6,12,1,1,1,Royal Challengers Bangalore
2013,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field,162,165,0.39,0.44,4,15,0,1,1,Royal Challengers Bangalore
2013,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,field,162,174,0.48,0.45,4,9,0,0,1,Rajasthan Royals
2013,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,167,172,0.66,0.4,12,7,0,0,1,Chennai Super Kings
2013,Pune Warriors India,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,bat,137,183,0.33,0.68,6,4,1,0,1,Mumbai Indians
2013,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kolkata Knight Riders,bat,165,169,0.47,0.53,6,10,0,0,1,Kolkata Knight Riders
2014,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,165,156,0.49,0.48,13,3,0,1,1,Royal Challengers Bangalore
2014,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,168,167,0.6,0.55,11,7,0,1,1,Mumbai Indians
2014,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,165,163,0.44,0.61,4,2,1,1,1,Sunrisers Hyderabad
2014,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,178,173,0.54,0.48,7,12,1,1,1,Royal Challengers Bangalore
2014,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Royal Challengers Bangalore,field,166,179,0.4,0.53,3,14,1,0,1,Royal Challengers Bangalore
2014,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chennai",Delhi Daredevils,bat,163,154,0.56,0.47,13,7,0,0,1,Chennai Super Kings
2014,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,169,160,0.5,0.51,7,5,1,0,1,Rajasthan Royals
2014,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,186,175,0.56,0.62,12,7,0,0,1,Mumbai Indians
2014,Royal Challengers Bangalore,Delhi Daredevils,"M Chinnaswamy Stadium, Bangalore",Delhi Daredevils,bat,183,172,0.5,0.43,16,4,0,0,1,Royal Challengers Bangalore
2014,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi Stadium, Hyderabad",Kings XI Punjab,bat,152,164,0.51,0.51,6,6,0,1,1,Kings XI Punjab
2014,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,160,165,0.45,0.47,3,13,1,0,1,Kolkata Knight Riders
2014,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,176,161,0.65,0.44,6,3,0,0,1,Chennai Super Kings
2014,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Delhi Daredevils,field,152,171,0.47,0.42,9,7,1,1,1,Kings XI Punjab
2014,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,174,177,0.57,0.59,13,6,1,1,1,Kolkata Knight Riders
2014,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,169,166,0.52,0.58,5,8,1,1,1,Kolkata Knight Riders
2014,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,167,162,0.6,0.48,7,3,1,1,1,Chennai Super Kings
2014,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,164,162,0.55,0.47,2,5,1,1,1,Kolkata Knight Riders
2014,Kings XI Punjab,Rajasthan Royals,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,174,155,0.46,0.53,4,13,0,0,1,Rajasthan Royals
2014,Kings XI Punjab,Sunrisers Hyderabad,"IS Bindra Stadium, Mohali",Sunrisers Hyderabad,bat,156,157,0.54,0.43,7,6,0,0,1,Kings XI Punjab
2014,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,158,177,0.41,0.56,1,19,1,1,1,Mumbai Indians
2014,Delhi Daredevils,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,169,163,0.45,0.46,6,7,1,0,1,Rajasthan Royals
2014,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,164,156,0.56,0.53,20,6,0,1,1,Kolkata Knight Riders
2014,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Royal Challengers Bangalore,field,169,166,0.47,0.51,3,15,0,0,1,Kings XI Punjab
2014,Delhi Daredevils,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,157,155,0.47,0.46,6,8,1,0,1,Delhi Daredevils
2014,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,176,162,0.46,0.49,8,12,1,1,1,Royal Challengers Bangalore
2014,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",Kolkata Knight Riders,bat,169,163,0.56,0.53,5,3,1,0,1,Sunrisers Hyderabad
2014,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,179,167,0.63,0.44,13,5,1,1,1,Chennai Super Kings
2014,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,175,150,0.61,0.53,15,4,1,0,1,Mumbai Indians
2014,Royal Challengers Bangalore,Kolkata Knight Riders,"M Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,166,171,0.45,0.6,9,12,0,1,1,Kolkata Knight Riders
2014,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,159,166,0.5,0.57,7,13,1,0,1,Kolkata Knight Riders
2014,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,178,166,0.65,0.63,7,13,0,1,1,Chennai Super Kings
2014,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,field,153,177,0.56,0.51,3,14,0,0,1,Kolkata Knight Riders
2014,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,163,174,0.51,0.53,6,11,0,1,1,Kolkata Knight Riders
2014,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,184,148,0.6,0.52,3,2,1,0,1,Mumbai Indians
2014,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Delhi Daredevils,field,150,164,0.49,0.45,1,3,1,1,1,Sunrisers Hyderabad
2014,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Royal Challengers Bangalore,bat,169,164,0.54,0.51,4,15,0,1,1,Kings XI Punjab
2014,Kolkata Knight Riders,Delhi Daredevils,"Eden Gardens, Kolkata",Delhi Daredevils,field,159,153,0.58,0.49,21,6,1,0,1,Kolkata Knight Riders
2014,Kings XI Punjab,Kolkata Knight Riders,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,166,162,0.44,0.59,6,12,0,1,1,Kolkata Knight Riders
2014,Royal Challengers Bangalore,Mumbai Indians,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,175,186,0.42,0.65,7,20,1,1,1,Mumbai Indians
2014,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,field,152,171,0.51,0.54,4,17,0,0,1,Delhi Daredevils
2014,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field,173,183,0.45,0.42,5,17,1,1,1,Delhi Daredevils
2014,Royal Challengers Bangalore,Kings XI Punjab,"M Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,173,171,0.5,0.46,15,5,0,0,1,Royal Challengers Bangalore
2014,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,168,168,0.53,0.62,1,10,1,1,1,Chennai Super Kings
2014,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,153,150,0.55,0.45,8,5,0,1,1,Rajasthan Royals
2014,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,162,148,0.55,0.55,8,3,0,0,1,Chennai Super Kings
2014,Kings XI Punjab,Delhi Daredevils,"IS Bindra Stadium, Mohali",Kings XI Punjab,bat,159,168,0.42,0.48,10,7,1,1,1,Delhi Daredevils
2014,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,173,152,0.49,0.55,15,3,0,0,1,Kolkata Knight Riders
2014,Rajasthan Royals,Kings XI Punjab,"Sawai Mansingh Stadium, Jaipur",Kings XI Punjab,field,162,168,0.56,0.48,14,4,0,0,1,Rajasthan Royals
2014,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Rajasthan Royals,field,156,163,0.51,0.54,5,9,1,1,1,Rajasthan Royals
2014,Kings XI Punjab,Royal Challengers Bangalore,"IS Bindra Stadium, Mohali",Kings XI Punjab,field,151,160,0.47,0.52,5,16,0,1,1,Royal Challengers Bangalore
2014,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,field,169,164,0.47,0.5,2,3,1,0,1,Sunrisers Hyderabad
2014,Mumbai Indians,Delhi Daredevils,"Wankhede Stadium, Mumbai",Delhi Daredevils,bat,179,166,0.61,0.42,14,1,1,1,1,Mumbai Indians
2014,Delhi Daredevils,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,bat,165,190,0.5,0.64,1,15,1,1,1,Mumbai Indians
2014,Delhi Daredevils,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,154,157,0.43,0.56,6,22,1,1,1,Kolkata Knight Riders
2014,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Chennai Super Kings,bat,149,160,0.57,0.54,3,9,0,1,1,Chennai Super Kings
2014,Royal Challengers Bangalore,Rajasthan Royals,"M Chinnaswamy Stadium, Bangalore",Rajasthan Royals,bat,167,150,0.43,0.5,9,5,1,1,1,Royal Challengers Bangalore
2014,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Royal Challengers Bangalore,bat,155,162,0.55,0.54,2,5,0,1,1,Sunrisers Hyderabad
2014,Kings XI Punjab,Mumbai Indians,"IS Bindra Stadium, Mohali",Mumbai Indians,bat,157,174,0.51,0.67,1,20,0,0,1,Mumbai Indians
2014,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,159,182,0.54,0.61,3,10,0,1,1,Chennai Super Kings
2014,Delhi Daredevils,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Daredevils,bat,172,177,0.46,0.45,6,17,1,0,1,Delhi Daredevils
2015,Mumbai Indians,Kings XI Punjab,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,173,171,0.61,0.4,21,1,1,0,1,Mumbai Indians
2015,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,175,185,0.49,0.66,6,8,0,0,1,Mumbai Indians
2015,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,160,159,0.63,0.53,11,1,0,0,1,Chennai Super Kings
2015,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,176,166,0.47,0.46,13,9,0,1,1,Kolkata Knight Riders
2015,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Stadium, Hyderabad",Rajasthan Royals,field,162,170,0.5,0.51,5,10,1,1,1,Rajasthan Royals
2015,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Stadium, Hyderabad",Sunrisers Hyderabad,bat,161,164,0.49,0.52,3,5,1,1,1,Royal Challengers Bangalore
